review_id,customer_id,submitted_date,flown_date,origin_location_id,destination_location_id,transit_location_id,aircraft_id,airline,verified,seat_type,type_of_traveller,seat_comfort,cabin_staff_service,food_and_beverages,inflight_entertainment,ground_service,wifi_and_connectivity,value_for_money,recommended,average_rating,rating_band,el_updated_at,t_updated_at
121752,57716,4/9/2022,4/1/2022,2857,4049,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,2,1,1,3,1,3,1,FALSE,1.71,bad,36:29.0,18:17.5
124285,57727,6/18/2022,7/1/2021,1890,834,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
93171,58067,3/26/2019,3/1/2019,834,4430,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,5,5,5,5,5,5,5,TRUE,5,good,36:29.0,18:17.5
105757,58089,12/31/2019,12/1/2019,972,2325,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,3,Null,3,Null,1,FALSE,2.6,medium,36:29.0,18:17.5
149891,58120,6/14/2024,5/1/2024,2584,1092,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
138581,58132,6/4/2023,6/1/2023,834,635,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,3,2,3,2,2,2,FALSE,2.43,medium,36:29.0,18:17.5
59309,58294,10/7/2016,10/1/2016,4429,4883,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,Null,Null,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
92598,58402,3/12/2019,2/1/2019,1092,834,2086,42,American Airlines,TRUE,Economy Class,Business,1,2,1,Null,2,Null,1,FALSE,1.4,bad,36:29.0,18:17.5
51885,58475,2/26/2016,2/1/2016,3294,1249,4740,42,American Airlines,FALSE,Business Class,Business,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
119864,58844,2/19/2022,2/1/2022,2329,1092,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,3,3,3,Null,1,Null,1,FALSE,2.2,medium,36:29.0,18:17.5
117219,58898,10/17/2021,10/1/2021,357,319,2857,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,2,3,4,1,5,1,FALSE,2.71,medium,36:29.0,18:17.5
86235,58909,10/10/2018,3/1/2018,319,2857,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,Null,Null,Null,Null,5,Null,5,TRUE,5,good,36:29.0,18:17.5
113872,59011,6/10/2021,6/1/2021,2584,3971,1147,42,American Airlines,FALSE,Premium Economy,Solo Leisure,3,5,1,5,1,1,1,FALSE,2.43,medium,36:29.0,18:17.5
99749,59342,8/16/2019,8/1/2019,864,2857,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,1,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
51837,59362,2/25/2016,4/1/2015,3104,2857,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,4,4,Null,1,4,Null,4,TRUE,3.4,medium,36:29.0,18:17.5
51838,59362,2/25/2016,10/1/2015,1976,628,864,32,American Airlines,FALSE,Business Class,Business,4,3,3,2,1,Null,3,FALSE,2.67,medium,36:29.0,18:17.5
123887,59411,6/8/2022,6/1/2022,1092,4884,4740,42,American Airlines,FALSE,Business Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
83222,59458,8/5/2018,7/1/2018,4932,834,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
43352,59469,8/24/2015,8/1/2015,3974,157,1092,32,American Airlines,FALSE,Economy Class,Couple Leisure,3,4,3,4,2,2,4,TRUE,3.14,medium,36:29.0,18:17.5
50971,59539,2/2/2016,12/1/2015,4313,1013,1092,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,3,3,4,3,3,FALSE,3.14,medium,36:29.0,18:17.5
49741,59551,1/7/2016,12/1/2015,3507,3971,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,2,1,Null,1,Null,1,FALSE,1.2,bad,36:29.0,18:17.5
128213,59730,9/16/2022,9/1/2022,3971,1092,4740,42,American Airlines,TRUE,First Class,Solo Leisure,4,1,Null,Null,3,2,1,FALSE,2.2,medium,36:29.0,18:17.5
72923,59738,11/27/2017,11/1/2017,864,979,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,3,3,1,1,Null,1,FALSE,1.67,bad,36:29.0,18:17.5
114888,59837,7/15/2021,7/1/2021,1150,3707,2857,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,3,1,2,1,3,2,FALSE,2.14,medium,36:29.0,18:17.5
82539,60120,7/22/2018,7/1/2018,3157,4247,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
77273,60120,3/26/2018,3/1/2018,834,2857,4740,3,American Airlines,TRUE,Business Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
66100,60397,5/8/2017,5/1/2017,2944,1427,834,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
134466,60508,2/24/2023,2/1/2023,4922,834,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
150408,60513,7/2/2024,7/1/2024,834,2052,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,3,1,4,1,FALSE,1.71,bad,36:29.0,18:17.5
139861,60699,7/1/2023,6/1/2023,3483,275,4740,19,American Airlines,TRUE,Economy Class,Couple Leisure,1,2,1,2,1,2,1,FALSE,1.43,bad,36:29.0,18:17.5
47217,60817,11/11/2015,11/1/2015,1092,2249,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
153986,60952,12/29/2024,12/1/2024,4585,4385,2857,32,American Airlines,TRUE,Economy Class,Family Leisure,2,3,2,1,1,Null,1,FALSE,1.67,bad,36:29.0,18:17.5
91358,61053,2/9/2019,1/1/2019,1484,2768,864,42,American Airlines,TRUE,Economy Class,Business,1,3,1,Null,1,Null,2,FALSE,1.6,bad,36:29.0,18:17.5
48213,61653,12/4/2015,12/1/2015,2857,4245,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,2,3,1,Null,1,Null,1,FALSE,1.6,bad,36:29.0,18:17.5
79646,61672,5/27/2018,5/1/2018,826,579,1147,42,American Airlines,TRUE,Economy Class,Solo Leisure,2,2,1,Null,1,Null,1,FALSE,1.4,bad,36:29.0,18:17.5
119180,61877,1/17/2022,1/1/2022,4884,2249,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,5,Null,Null,1,Null,1,FALSE,2,medium,36:29.0,18:17.5
46054,43747,10/17/2015,10/1/2015,3104,361,4740,7,American Airlines,FALSE,Business Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
69897,43915,8/29/2017,8/1/2017,2827,1150,1092,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
152090,44013,9/13/2024,9/1/2024,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
96046,44062,5/28/2019,5/1/2019,864,979,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
139616,44770,6/26/2023,6/1/2023,3104,4494,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,3,1,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
144961,45120,10/31/2023,10/1/2023,2857,2711,4740,32,American Airlines,TRUE,Business Class,Couple Leisure,4,5,3,3,4,3,4,TRUE,3.71,medium,36:29.0,18:17.5
95491,45149,5/15/2019,5/1/2019,439,2857,864,2,American Airlines,TRUE,Economy Class,Family Leisure,2,1,3,2,1,Null,1,FALSE,1.67,bad,36:29.0,18:17.5
114751,45246,7/10/2021,7/1/2021,654,275,864,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,1,1,3,1,3,1,FALSE,1.71,bad,36:29.0,18:17.5
110078,45250,6/12/2020,7/1/2019,3137,2857,567,42,American Airlines,TRUE,Economy Class,Solo Leisure,Null,Null,Null,Null,Null,Null,1,FALSE,1,bad,36:29.0,18:17.5
100614,45276,9/4/2019,8/1/2019,975,4884,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,3,3,Null,Null,1,Null,2,FALSE,2.25,medium,36:29.0,18:17.5
115655,45407,8/7/2021,7/1/2021,2501,2052,1092,42,American Airlines,TRUE,Economy Class,Solo Leisure,2,3,3,2,1,1,2,FALSE,2,medium,36:29.0,18:17.5
36343,45550,2/18/2015,Null,4740,4740,4740,42,American Airlines,FALSE,First Class,Null,4,3,1,1,Null,Null,1,FALSE,2,medium,36:29.0,18:17.5
138425,45798,6/1/2023,5/1/2023,783,3104,864,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
131123,45863,11/25/2022,11/1/2022,834,1150,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,2,2,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
107098,45995,1/31/2020,5/1/2019,4939,721,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,2,2,Null,4,1,Null,1,FALSE,2,medium,36:29.0,18:17.5
60268,46040,11/5/2016,11/1/2016,1092,464,4740,42,American Airlines,FALSE,Economy Class,Business,3,2,3,2,1,2,1,FALSE,2,medium,36:29.0,18:17.5
128085,46318,9/13/2022,9/1/2022,4142,864,4740,42,American Airlines,TRUE,Economy Class,Business,1,3,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
119966,46335,2/24/2022,2/1/2022,3379,2831,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
55878,46364,6/28/2016,6/1/2016,2501,3473,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,1,Null,1,1,1,FALSE,1.67,bad,36:29.0,18:17.5
38540,46370,4/24/2015,Null,4740,4740,4740,42,American Airlines,FALSE,First Class,Null,5,5,4,5,Null,Null,4,TRUE,4.6,good,36:29.0,18:17.5
77742,46510,4/8/2018,4/1/2018,3483,1150,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,2,3,2,Null,1,1,1,FALSE,1.67,bad,36:29.0,18:17.5
93837,46608,4/11/2019,4/1/2019,3971,3656,3483,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
101838,46629,10/2/2019,4/1/2019,3103,4658,1092,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
110375,46834,7/13/2020,7/1/2020,721,1147,4740,3,American Airlines,TRUE,Business Class,Solo Leisure,4,5,1,5,4,5,3,TRUE,3.86,medium,36:29.0,18:17.5
113182,46834,4/20/2021,4/1/2021,1092,1147,4740,34,American Airlines,TRUE,Economy Class,Business,3,3,2,5,4,2,4,TRUE,3.29,medium,36:29.0,18:17.5
151985,46879,9/8/2024,9/1/2024,1147,275,4740,42,American Airlines,TRUE,Economy Class,Business,1,3,3,3,1,1,1,FALSE,1.86,bad,36:29.0,18:17.5
110612,46931,8/10/2020,7/1/2020,834,2879,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,4,Null,4,FALSE,2.5,medium,36:29.0,18:17.5
108658,46946,3/13/2020,3/1/2020,2857,2617,4740,32,American Airlines,TRUE,Business Class,Couple Leisure,4,1,1,1,2,4,1,FALSE,2,medium,36:29.0,18:17.5
135064,46946,3/11/2023,3/1/2023,2857,2617,4740,32,American Airlines,TRUE,Business Class,Couple Leisure,1,1,1,4,1,4,1,FALSE,1.86,bad,36:29.0,18:17.5
79119,47156,5/16/2018,5/1/2018,1092,2879,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
95532,47156,5/16/2019,5/1/2019,979,3483,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,3,Null,2,1,1,1,FALSE,1.5,bad,36:29.0,18:17.5
53074,47289,3/29/2016,3/1/2016,2617,3104,4740,32,American Airlines,FALSE,Business Class,Business,4,2,2,4,2,3,3,FALSE,2.86,medium,36:29.0,18:17.5
35434,47345,1/19/2015,Null,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Null,1,1,1,1,Null,Null,2,FALSE,1.2,bad,36:29.0,18:17.5
47913,48250,11/27/2015,10/1/2015,4288,256,4740,42,American Airlines,FALSE,Premium Economy,Couple Leisure,2,2,2,Null,1,Null,1,FALSE,1.6,bad,36:29.0,18:17.5
79848,48509,5/31/2018,5/1/2018,3408,3356,1092,32,American Airlines,TRUE,Premium Economy,Solo Leisure,3,2,2,5,2,Null,2,FALSE,2.67,medium,36:29.0,18:17.5
147493,48653,2/20/2024,2/1/2024,4585,265,4740,19,American Airlines,TRUE,Economy Class,Solo Leisure,2,1,2,2,4,1,3,FALSE,2.14,medium,36:29.0,18:17.5
130017,48698,10/27/2022,10/1/2022,275,319,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,1,2,1,1,2,1,FALSE,1.43,bad,36:29.0,18:17.5
118396,48731,12/17/2021,12/1/2021,1632,3927,4740,19,American Airlines,FALSE,First Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
120126,28922,3/2/2022,3/1/2022,2857,567,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
108615,28922,3/12/2020,3/1/2020,1473,3483,4277,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
150269,29211,6/28/2024,6/1/2024,834,1733,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,1,Null,Null,3,Null,1,FALSE,2,medium,36:29.0,18:17.5
90302,29299,1/14/2019,1/1/2019,2857,3104,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,3,Null,1,1,1,1,FALSE,1.67,bad,36:29.0,18:17.5
54903,29444,5/29/2016,5/1/2016,3473,4049,834,42,American Airlines,FALSE,Economy Class,Business,1,3,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
104715,29481,12/8/2019,11/1/2019,2633,567,1147,4,American Airlines,TRUE,Economy Class,Family Leisure,4,1,1,Null,2,Null,3,FALSE,2.2,medium,36:29.0,18:17.5
97375,29632,6/27/2019,5/1/2019,3443,1178,834,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,3,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
80704,29659,6/18/2018,6/1/2018,2617,1092,4740,32,American Airlines,FALSE,Economy Class,Business,1,1,2,3,1,1,2,FALSE,1.57,bad,36:29.0,18:17.5
64886,29929,3/30/2017,3/1/2017,3104,4545,4740,42,American Airlines,FALSE,Economy Class,Business,2,4,3,1,1,Null,1,FALSE,2,medium,36:29.0,18:17.5
121830,29999,4/11/2022,6/1/2021,2136,2857,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,Null,Null,Null,Null,Null,Null,1,FALSE,1,bad,36:29.0,18:17.5
72616,30045,11/19/2017,11/1/2017,2857,834,4740,42,American Airlines,TRUE,Economy Class,Business,1,2,1,1,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
119964,30047,2/24/2022,2/1/2022,3483,3971,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,3,4,Null,Null,5,Null,2,FALSE,3.5,medium,36:29.0,18:17.5
147855,30056,3/11/2024,3/1/2024,826,2857,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
68338,30342,7/16/2017,7/1/2017,3294,2929,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,2,2,1,1,1,2,1,FALSE,1.43,bad,36:29.0,18:17.5
109980,30425,5/31/2020,5/1/2020,2617,2857,4740,32,American Airlines,TRUE,Economy Class,Business,4,1,2,5,1,4,2,FALSE,2.71,medium,36:29.0,18:17.5
118577,30540,12/24/2021,12/1/2021,1751,1092,4740,42,American Airlines,TRUE,Economy Class,Business,4,5,Null,Null,4,Null,1,FALSE,3.5,medium,36:29.0,18:17.5
60919,30717,11/27/2016,11/1/2016,318,1092,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
39960,30950,6/12/2015,Null,3104,4740,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,1,1,2,Null,Null,4,FALSE,2.2,medium,36:29.0,18:17.5
76003,31111,2/19/2018,2/1/2018,1155,834,4740,42,American Airlines,TRUE,Economy Class,Business,1,3,2,Null,1,Null,1,FALSE,1.6,bad,36:29.0,18:17.5
64490,31467,3/16/2017,2/1/2017,4142,3294,1092,32,American Airlines,FALSE,Business Class,Couple Leisure,4,4,4,4,4,4,4,TRUE,4,good,36:29.0,18:17.5
79062,31502,5/15/2018,5/1/2018,1469,3064,834,39,American Airlines,TRUE,Economy Class,Family Leisure,3,4,4,4,5,Null,4,TRUE,4,good,36:29.0,18:17.5
141615,31558,8/5/2023,8/1/2023,2857,4430,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
109934,31691,5/23/2020,5/1/2020,654,834,1265,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,1,Null,Null,1,Null,1,FALSE,1.25,bad,36:29.0,18:17.5
97735,31706,7/5/2019,6/1/2019,3971,1253,864,42,American Airlines,FALSE,Economy Class,Family Leisure,3,1,3,5,1,1,1,FALSE,2.14,medium,36:29.0,18:17.5
140693,31979,7/17/2023,7/1/2023,1092,567,4740,42,American Airlines,FALSE,Economy Class,Business,3,1,Null,Null,4,Null,2,FALSE,2.5,medium,36:29.0,18:17.5
139907,32014,7/2/2023,6/1/2023,258,1147,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,Null,Null,1,Null,1,FALSE,2,medium,36:29.0,18:17.5
119400,32059,1/29/2022,1/1/2022,3064,2633,2501,42,American Airlines,TRUE,Economy Class,Solo Leisure,2,1,1,1,1,1,2,FALSE,1.29,bad,36:29.0,18:17.5
40848,32114,7/1/2015,6/1/2015,2086,1092,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,1,Null,Null,1,Null,1,FALSE,1.25,bad,36:29.0,18:17.5
40897,32210,7/2/2015,6/1/2015,1040,4585,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
113954,32518,6/14/2021,6/1/2021,4956,3971,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
121014,32536,3/25/2022,3/1/2022,2827,3064,2857,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,4,4,Null,2,Null,1,FALSE,2.8,medium,36:29.0,18:17.5
124604,32602,6/25/2022,6/1/2022,3137,3483,1147,42,American Airlines,TRUE,Economy Class,Family Leisure,2,2,1,2,1,1,1,FALSE,1.43,bad,36:29.0,18:17.5
81749,32609,7/7/2018,7/1/2018,1092,3971,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,3,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
119699,32649,2/12/2022,2/1/2022,3443,2857,3064,42,American Airlines,FALSE,Premium Economy,Solo Leisure,1,2,2,Null,1,1,1,FALSE,1.33,bad,36:29.0,18:17.5
109366,32732,4/3/2020,4/1/2020,2633,567,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,Null,Null,Null,Null,Null,Null,1,FALSE,1,bad,36:29.0,18:17.5
130564,32897,11/10/2022,11/1/2022,2617,1342,834,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,5,4,5,4,Null,1,FALSE,3.67,medium,36:29.0,18:17.5
110933,32956,9/8/2020,8/1/2020,3104,4263,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,3,4,Null,Null,1,Null,1,FALSE,2.25,medium,36:29.0,18:17.5
82697,33037,7/25/2018,7/1/2018,1178,4620,834,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
69697,33052,8/23/2017,8/1/2017,1427,4884,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,Null,1,1,2,FALSE,1.17,bad,36:29.0,18:17.5
107979,33225,2/24/2020,2/1/2020,3314,3971,1147,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,1,Null,3,1,3,1,FALSE,2,medium,36:29.0,18:17.5
156606,33261,7/21/2025,6/1/2025,3724,1320,2857,42,American Airlines,FALSE,Economy Class,Family Leisure,3,5,Null,Null,3,Null,3,FALSE,3.5,medium,36:29.0,18:17.5
153237,33414,11/8/2024,11/1/2024,1147,567,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
109238,86416,3/28/2020,5/1/2019,864,721,4740,42,American Airlines,FALSE,Premium Economy,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
67354,86836,6/18/2017,6/1/2017,3104,2617,4740,42,American Airlines,FALSE,Economy Class,Business,1,3,4,4,4,Null,2,FALSE,3,medium,36:29.0,18:17.5
49252,87029,12/31/2015,12/1/2015,2974,11,834,42,American Airlines,FALSE,Economy Class,Family Leisure,2,2,2,1,1,1,1,FALSE,1.43,bad,36:29.0,18:17.5
111548,87243,11/13/2020,11/1/2020,4894,2756,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,Null,Null,Null,Null,Null,Null,1,FALSE,1,bad,36:29.0,18:17.5
149616,87243,6/1/2024,5/1/2024,2052,1092,4740,42,American Airlines,TRUE,Premium Economy,Solo Leisure,2,4,1,2,2,3,1,FALSE,2.14,medium,36:29.0,18:17.5
113918,87354,6/12/2021,6/1/2021,2864,1092,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
155287,87363,4/12/2025,4/1/2025,4430,3483,4740,4,American Airlines,TRUE,Economy Class,Couple Leisure,4,5,4,3,5,1,5,TRUE,3.86,medium,36:29.0,18:17.5
110559,87449,8/3/2020,7/1/2020,2857,3971,1092,42,American Airlines,TRUE,Economy Class,Family Leisure,4,3,3,5,1,Null,1,FALSE,2.83,medium,36:29.0,18:17.5
137825,87647,5/18/2023,5/1/2023,1092,1427,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
90717,87845,1/24/2019,1/1/2019,1469,3104,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,5,5,5,5,5,5,5,TRUE,5,good,36:29.0,18:17.5
93892,87860,4/12/2019,4/1/2019,1688,1092,4740,42,American Airlines,TRUE,Economy Class,Business,2,1,Null,Null,3,Null,2,FALSE,2,medium,36:29.0,18:17.5
156880,87956,8/5/2025,6/1/2025,1147,1316,1092,42,American Airlines,TRUE,Premium Economy,Family Leisure,2,2,2,Null,1,Null,1,FALSE,1.6,bad,36:29.0,18:17.5
75262,87988,1/28/2018,1/1/2018,2617,721,2857,34,American Airlines,TRUE,Economy Class,Couple Leisure,2,1,1,5,2,Null,3,FALSE,2.33,medium,36:29.0,18:17.5
83235,88109,8/5/2018,5/1/2018,838,4884,834,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
79421,88347,5/22/2018,5/1/2018,1092,721,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,2,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
117437,88387,10/28/2021,10/1/2021,2857,1147,4740,32,American Airlines,TRUE,Business Class,Couple Leisure,3,3,3,3,1,3,2,FALSE,2.57,medium,36:29.0,18:17.5
87377,88387,11/6/2018,11/1/2018,3104,1092,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
73644,88646,12/18/2017,12/1/2017,1890,3583,1147,42,American Airlines,TRUE,Economy Class,Couple Leisure,2,1,1,1,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
116964,89089,10/4/2021,10/1/2021,1147,567,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,5,Null,Null,4,1,1,FALSE,2.4,medium,36:29.0,18:17.5
143125,89174,9/8/2023,9/1/2023,1469,4019,834,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
95945,89244,5/25/2019,5/1/2019,864,2857,4740,19,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,1,1,1,2,FALSE,1.14,bad,36:29.0,18:17.5
41148,89576,7/7/2015,6/1/2015,3105,2633,1135,19,American Airlines,FALSE,Economy Class,Business,2,2,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
149320,89614,5/20/2024,5/1/2024,1150,2933,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
125631,89630,7/18/2022,6/1/2022,2190,3971,1092,42,American Airlines,TRUE,Economy Class,Couple Leisure,2,3,Null,Null,2,Null,1,FALSE,2,medium,36:29.0,18:17.5
42402,89710,8/3/2015,8/1/2015,3408,3473,4740,7,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,3,Null,2,FALSE,1.5,bad,36:29.0,18:17.5
92944,90078,3/20/2019,3/1/2019,4277,1092,4430,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,3,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
90652,90155,1/22/2019,1/1/2019,3583,2633,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,3,3,1,1,Null,1,FALSE,1.67,bad,36:29.0,18:17.5
154211,90190,1/11/2025,2/1/2024,1178,2847,1092,42,American Airlines,FALSE,Economy Class,Family Leisure,2,1,1,1,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
132153,90268,12/22/2022,12/1/2022,2633,834,4740,42,American Airlines,TRUE,First Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
115070,90325,7/20/2021,7/1/2021,2273,1092,864,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
120740,90495,3/18/2022,3/1/2022,567,2249,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
69623,82,8/21/2017,8/1/2017,3294,2617,1092,42,American Airlines,FALSE,Business Class,Solo Leisure,3,2,2,3,1,2,2,FALSE,2.14,medium,36:29.0,18:17.5
112860,111,3/26/2021,3/1/2021,927,1427,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,2,Null,Null,1,Null,1,FALSE,1.25,bad,36:29.0,18:17.5
