review_id,customer_id,submitted_date,flown_date,origin_location_id,destination_location_id,transit_location_id,aircraft_id,airline,verified,seat_type,type_of_traveller,seat_comfort,cabin_staff_service,food_and_beverages,inflight_entertainment,ground_service,wifi_and_connectivity,value_for_money,recommended,average_rating,rating_band,el_updated_at,t_updated_at
122307,55968,4/24/2022,4/1/2022,1092,2617,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,2,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
122276,56021,4/23/2022,4/1/2022,864,256,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,Null,Null,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
67649,56039,6/27/2017,6/1/2017,3408,1150,1147,7,American Airlines,FALSE,Economy Class,Couple Leisure,2,3,2,3,2,1,3,FALSE,2.29,medium,36:29.0,18:17.5
49661,56039,1/6/2016,12/1/2015,258,1253,3473,42,American Airlines,FALSE,Economy Class,Couple Leisure,2,4,4,4,1,Null,1,FALSE,2.67,medium,36:29.0,18:17.5
45806,56229,10/12/2015,10/1/2015,1135,2756,3473,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,2,Null,Null,3,Null,3,TRUE,2.75,medium,36:29.0,18:17.5
115899,56324,8/15/2021,8/1/2021,2879,3957,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,2,3,Null,1,2,1,2,FALSE,1.83,bad,36:29.0,18:17.5
123091,56425,5/18/2022,5/1/2022,2711,694,864,42,American Airlines,TRUE,Economy Class,Family Leisure,2,1,1,2,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
115474,56729,8/2/2021,8/1/2021,3064,2272,1092,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,3,Null,3,1,3,1,FALSE,2,medium,36:29.0,18:17.5
63462,57022,2/12/2017,2/1/2017,3104,4585,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,4,1,Null,1,1,1,FALSE,1.5,bad,36:29.0,18:17.5
120106,57227,3/1/2022,1/1/2022,2633,2353,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
120107,57227,3/1/2022,2/1/2022,2857,275,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
117490,57476,10/31/2021,10/1/2021,972,319,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,1,Null,Null,1,Null,1,FALSE,1.25,bad,36:29.0,18:17.5
107725,57531,2/17/2020,2/1/2020,1150,3064,4740,42,American Airlines,FALSE,First Class,Couple Leisure,1,1,1,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
119083,57586,1/12/2022,1/1/2022,3104,567,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
150757,57660,7/18/2024,7/1/2024,3509,4219,864,42,American Airlines,FALSE,Economy Class,Family Leisure,4,4,3,Null,4,4,4,FALSE,3.83,medium,36:29.0,18:17.5
119440,71861,1/30/2022,1/1/2022,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,Null,Null,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
99143,71950,8/3/2019,8/1/2019,1147,555,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,1,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
117510,72118,11/1/2021,10/1/2021,2929,1155,4740,42,American Airlines,FALSE,Economy Class,Business,1,3,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
100368,72124,8/29/2019,8/1/2019,4922,1092,4740,42,American Airlines,TRUE,First Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
122694,72162,5/6/2022,5/1/2022,834,3157,4740,19,American Airlines,TRUE,Premium Economy,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
122314,72232,4/24/2022,3/1/2022,4884,567,4740,42,American Airlines,TRUE,Premium Economy,Family Leisure,2,2,1,Null,1,1,1,FALSE,1.33,bad,36:29.0,18:17.5
68117,72255,7/9/2017,5/1/2017,269,115,834,42,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
71368,72288,10/13/2017,10/1/2017,979,864,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,1,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
149168,43185,5/14/2024,5/1/2024,269,1150,1092,42,American Airlines,TRUE,Economy Class,Solo Leisure,2,2,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
121135,14775,3/29/2022,3/1/2022,258,1491,834,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
145138,14805,11/8/2023,11/1/2023,4884,864,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,5,5,5,3,5,3,TRUE,4.14,good,36:29.0,18:17.5
124267,14993,6/18/2022,6/1/2022,3910,3104,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,3,2,4,1,1,1,2,FALSE,2,medium,36:29.0,18:17.5
54427,15063,5/12/2016,4/1/2016,2857,3104,4740,42,American Airlines,FALSE,First Class,Family Leisure,5,1,Null,5,2,Null,3,TRUE,3.2,medium,36:29.0,18:17.5
92616,15125,3/13/2019,3/1/2019,3971,4939,1092,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,2,1,1,1,FALSE,1.14,bad,36:29.0,18:17.5
94485,15469,4/24/2019,4/1/2019,258,2857,4884,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
116152,15671,8/25/2021,8/1/2021,2501,1092,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,2,1,Null,Null,2,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
41908,15807,7/23/2015,7/1/2015,4017,4049,4740,42,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
86012,15993,10/5/2018,10/1/2018,2617,4370,864,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,2,FALSE,1.14,bad,36:29.0,18:17.5
97871,16056,7/8/2019,7/1/2019,1147,3064,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
64428,16146,3/14/2017,3/1/2017,891,258,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,4,5,2,2,1,1,2,FALSE,2.43,medium,36:29.0,18:17.5
141447,16181,8/1/2023,7/1/2023,834,1427,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
113429,16653,5/10/2021,5/1/2021,834,2827,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
61541,16909,12/18/2016,12/1/2016,1092,543,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
97962,16913,7/10/2019,7/1/2019,1092,1178,4740,19,American Airlines,TRUE,Premium Economy,Business,2,1,1,2,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
92665,17357,3/14/2019,3/1/2019,4263,1916,834,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,3,2,2,1,2,1,FALSE,1.71,bad,36:29.0,18:17.5
102812,17361,10/24/2019,7/1/2019,2617,1733,4740,42,American Airlines,TRUE,Premium Economy,Solo Leisure,4,2,4,Null,5,Null,1,FALSE,3.2,medium,36:29.0,18:17.5
112541,17376,2/25/2021,2/1/2021,3957,3483,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,Null,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
112254,17399,1/29/2021,1/1/2021,1155,2857,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
74243,17399,1/2/2018,12/1/2017,3971,211,4740,2,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
98024,17811,7/11/2019,7/1/2019,2585,1013,1092,42,American Airlines,TRUE,Economy Class,Couple Leisure,3,3,Null,Null,1,Null,1,FALSE,2,medium,36:29.0,18:17.5
120069,18311,2/28/2022,2/1/2022,3098,1092,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
119616,18316,2/7/2022,1/1/2022,275,4939,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
146335,18329,12/29/2023,12/1/2023,2711,3670,834,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,2,1,1,2,1,FALSE,1.29,bad,36:29.0,18:17.5
112056,18799,1/8/2021,1/1/2021,1155,1316,1092,42,American Airlines,TRUE,Economy Class,Solo Leisure,4,2,Null,Null,1,Null,2,FALSE,2.25,medium,36:29.0,18:17.5
96425,18929,6/5/2019,6/1/2019,2272,1092,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
128986,19032,10/4/2022,5/1/2022,1092,3724,4740,42,American Airlines,FALSE,Business Class,Business,5,5,5,5,5,5,4,TRUE,4.86,good,36:29.0,18:17.5
113929,19173,6/13/2021,6/1/2021,3957,1092,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
111173,19176,10/8/2020,10/1/2020,1374,1092,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,2,2,1,2,1,4,3,FALSE,2.14,medium,36:29.0,18:17.5
146720,19192,1/12/2024,12/1/2023,1632,864,4740,42,American Airlines,TRUE,First Class,Couple Leisure,1,2,Null,Null,1,Null,1,FALSE,1.25,bad,36:29.0,18:17.5
111077,19341,9/27/2020,9/1/2020,3656,2633,4740,42,American Airlines,FALSE,Premium Economy,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
147507,100656,2/20/2024,2/1/2024,2074,864,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,2,2,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
150770,100767,7/18/2024,7/1/2024,3098,4661,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,4,1,FALSE,1.43,bad,36:29.0,18:17.5
75093,101076,1/22/2018,1/1/2018,2925,3104,1092,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
156434,101123,7/9/2025,6/1/2025,3104,1147,4740,34,American Airlines,FALSE,Economy Class,Family Leisure,2,5,5,5,4,2,5,TRUE,4,good,36:29.0,18:17.5
114508,101494,7/2/2021,7/1/2021,4884,1439,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
63923,102168,2/26/2017,2/1/2017,1092,2944,4740,42,American Airlines,FALSE,Economy Class,Business,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
103308,102236,11/4/2019,11/1/2019,1469,275,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,5,5,5,5,5,5,5,TRUE,5,good,36:29.0,18:17.5
123237,102320,5/21/2022,5/1/2022,4740,4740,4740,42,American Airlines,FALSE,First Class,Couple Leisure,2,1,1,1,3,2,1,FALSE,1.57,bad,36:29.0,18:17.5
149277,102357,5/18/2024,6/1/2023,927,834,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,3,1,Null,2,1,1,FALSE,1.83,bad,36:29.0,18:17.5
154282,102438,1/16/2025,1/1/2025,2857,567,4740,42,American Airlines,FALSE,First Class,Solo Leisure,1,2,1,Null,1,Null,1,FALSE,1.2,bad,36:29.0,18:17.5
91580,102589,2/14/2019,2/1/2019,3483,3269,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
97059,102816,6/19/2019,6/1/2019,3971,4430,1092,42,American Airlines,TRUE,Premium Economy,Couple Leisure,1,1,Null,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
62515,102830,1/11/2017,1/1/2017,3971,4370,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,4,3,4,1,4,1,FALSE,2.86,medium,36:29.0,18:17.5
100947,103289,9/11/2019,9/1/2019,1092,3797,4740,42,American Airlines,TRUE,Business Class,Couple Leisure,5,5,5,5,5,Null,5,TRUE,5,good,36:29.0,18:17.5
156811,103923,7/31/2025,7/1/2025,3483,3971,4740,42,American Airlines,TRUE,Economy Class,Business,1,3,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
129867,104081,10/23/2022,9/1/2022,864,3104,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,3,3,3,3,1,Null,5,FALSE,3,medium,36:29.0,18:17.5
117848,104799,11/17/2021,11/1/2021,3483,3971,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,5,5,3,5,5,Null,5,TRUE,4.67,good,36:29.0,18:17.5
87012,104818,10/28/2018,10/1/2018,1092,265,3483,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,2,2,1,1,2,1,FALSE,1.71,bad,36:29.0,18:17.5
110889,104851,9/3/2020,9/1/2020,3971,2929,4740,42,American Airlines,TRUE,First Class,Solo Leisure,3,1,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
77055,104938,3/19/2018,3/1/2018,834,3971,4740,42,American Airlines,TRUE,First Class,Business,1,1,1,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
123404,72411,5/25/2022,5/1/2022,2879,1147,345,42,American Airlines,TRUE,Economy Class,Family Leisure,2,1,1,2,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
51586,72686,2/18/2016,2/1/2016,1378,1092,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,4,1,1,5,1,2,FALSE,2.43,medium,36:29.0,18:17.5
130773,72773,11/15/2022,11/1/2022,1469,3064,834,42,American Airlines,TRUE,Economy Class,Family Leisure,1,2,2,3,1,2,1,FALSE,1.71,bad,36:29.0,18:17.5
113609,73127,5/23/2021,5/1/2021,3098,2190,1092,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
97661,73370,7/3/2019,7/1/2019,1147,3509,4740,42,American Airlines,TRUE,Economy Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
109921,73662,5/21/2020,5/1/2020,1880,3064,2633,42,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
133552,74132,1/27/2023,1/1/2023,2857,2633,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,3,3,2,3,2,1,FALSE,2.29,medium,36:29.0,18:17.5
115159,75062,7/24/2021,7/1/2021,3064,4049,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
63039,75092,1/29/2017,1/1/2017,1769,1013,864,19,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,2,2,1,1,2,FALSE,2,medium,36:29.0,18:17.5
116980,75513,10/5/2021,9/1/2021,1354,2831,864,42,American Airlines,TRUE,First Class,Solo Leisure,1,2,1,Null,2,Null,1,FALSE,1.4,bad,36:29.0,18:17.5
119375,75579,1/27/2022,1/1/2022,3104,2633,4740,4,American Airlines,TRUE,Business Class,Business,5,5,5,5,5,5,5,TRUE,5,good,36:29.0,18:17.5
150521,75616,7/7/2024,7/1/2024,649,1092,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
35505,76254,1/19/2015,Null,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Null,2,2,4,5,Null,Null,1,FALSE,2.8,medium,36:29.0,18:17.5
155801,76556,5/23/2025,5/1/2025,2633,834,4740,42,American Airlines,TRUE,Economy Class,Business,2,1,1,2,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
70245,76869,9/8/2017,9/1/2017,1733,1607,1092,42,American Airlines,FALSE,Economy Class,Business,2,3,3,1,1,1,1,FALSE,1.71,bad,36:29.0,18:17.5
141898,19511,8/11/2023,8/1/2023,2325,1092,4740,42,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
47309,19842,11/13/2015,11/1/2015,1092,4713,2857,19,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
57447,19945,8/11/2016,7/1/2016,2945,3847,864,42,American Airlines,FALSE,Economy Class,Business,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
93911,19960,4/13/2019,4/1/2019,2512,1150,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
89866,20068,1/5/2019,1/1/2019,157,1147,4740,28,American Airlines,TRUE,Economy Class,Family Leisure,1,1,1,1,4,Null,3,FALSE,1.83,bad,36:29.0,18:17.5
107557,20100,2/13/2020,2/1/2020,1890,635,864,42,American Airlines,TRUE,Premium Economy,Business,2,2,Null,1,1,1,1,FALSE,1.33,bad,36:29.0,18:17.5
84455,20303,8/31/2018,8/1/2018,1178,3098,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,2,2,1,Null,1,Null,1,FALSE,1.4,bad,36:29.0,18:17.5
117485,20427,10/31/2021,10/1/2021,1174,2584,834,8,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
141153,20591,7/26/2023,6/1/2023,2633,1092,4740,4,American Airlines,TRUE,Economy Class,Family Leisure,4,4,5,5,3,3,4,TRUE,4,good,36:29.0,18:17.5
149330,20591,5/21/2024,5/1/2024,1092,3971,4740,4,American Airlines,TRUE,Economy Class,Solo Leisure,4,5,5,5,5,5,5,TRUE,4.86,good,36:29.0,18:17.5
151325,20591,8/9/2024,7/1/2024,3971,1092,4740,4,American Airlines,TRUE,Economy Class,Family Leisure,4,3,5,5,5,5,4,TRUE,4.43,good,36:29.0,18:17.5
121391,20823,4/3/2022,4/1/2022,3957,834,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
76265,21173,2/26/2018,2/1/2018,2617,3104,4740,32,American Airlines,TRUE,Economy Class,Family Leisure,2,1,2,3,3,3,1,FALSE,2.14,medium,36:29.0,18:17.5
128107,21251,9/14/2022,9/1/2022,826,3957,4740,42,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
123258,21371,5/22/2022,5/1/2022,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Solo Leisure,Null,Null,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
83897,21496,8/19/2018,8/1/2018,3281,4884,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,3,3,2,4,1,Null,1,FALSE,2.33,medium,36:29.0,18:17.5
130379,21531,11/5/2022,12/1/2021,3294,1150,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,2,2,1,Null,1,FALSE,1.33,bad,36:29.0,18:17.5
52294,21656,3/8/2016,3/1/2016,1092,1150,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,2,2,5,2,2,2,FALSE,2.29,medium,36:29.0,18:17.5
79929,21664,6/2/2018,5/1/2018,1092,927,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
53561,21757,4/11/2016,3/1/2016,2617,2857,4740,32,American Airlines,FALSE,Economy Class,Family Leisure,4,4,4,5,4,5,4,TRUE,4.29,good,36:29.0,18:17.5
36974,21761,3/9/2015,Null,4740,4740,4740,42,American Airlines,FALSE,Economy Class,Null,3,5,2,2,Null,Null,2,FALSE,2.8,medium,36:29.0,18:17.5
89660,21785,1/1/2019,12/1/2018,1092,3104,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,2,1,3,2,1,2,FALSE,1.71,bad,36:29.0,18:17.5
120456,21916,3/13/2022,3/1/2022,3104,834,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
153971,21916,12/28/2024,12/1/2024,3098,2711,1092,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
62713,22198,1/18/2017,1/1/2017,4576,1092,4740,32,American Airlines,FALSE,Economy Class,Solo Leisure,1,1,1,2,1,Null,1,FALSE,1.17,bad,36:29.0,18:17.5
45389,22298,10/4/2015,10/1/2015,1092,695,4740,2,American Airlines,FALSE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
108498,22365,3/9/2020,3/1/2020,2857,3583,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
147810,22599,3/9/2024,3/1/2024,3998,4288,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,3,Null,Null,1,Null,2,FALSE,2.25,medium,36:29.0,18:17.5
106657,22614,1/19/2020,1/1/2020,3971,567,1092,26,American Airlines,TRUE,Economy Class,Solo Leisure,1,4,Null,Null,5,Null,4,FALSE,3.5,medium,36:29.0,18:17.5
92046,22669,2/26/2019,9/1/2018,972,3281,1092,19,American Airlines,FALSE,First Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
109129,22691,3/25/2020,2/1/2020,3104,2584,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,4,1,1,FALSE,1.43,bad,36:29.0,18:17.5
109130,22691,3/25/2020,3/1/2020,2584,864,4740,42,American Airlines,TRUE,Economy Class,Business,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
96468,22691,6/6/2019,5/1/2019,3064,864,4740,19,American Airlines,TRUE,Economy Class,Business,1,1,1,Null,1,1,1,FALSE,1,bad,36:29.0,18:17.5
85528,22772,9/24/2018,9/1/2018,3450,1890,1092,42,American Airlines,TRUE,Economy Class,Business,1,2,1,Null,1,5,1,FALSE,1.83,bad,36:29.0,18:17.5
47095,22932,11/9/2015,11/1/2015,258,2857,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,1,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
79888,22943,6/1/2018,5/1/2018,864,4049,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,1,Null,Null,1,Null,1,FALSE,1.5,bad,36:29.0,18:17.5
112518,23348,2/22/2021,2/1/2021,3483,979,4740,42,American Airlines,TRUE,Economy Class,Business,1,3,Null,1,1,1,1,FALSE,1.33,bad,36:29.0,18:17.5
69450,23866,8/16/2017,8/1/2017,1147,2931,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,1,2,1,Null,1,Null,1,FALSE,1.2,bad,36:29.0,18:17.5
87617,23877,11/13/2018,11/1/2018,1150,834,4740,4,American Airlines,TRUE,First Class,Couple Leisure,2,5,2,1,1,4,1,FALSE,2.29,medium,36:29.0,18:17.5
117043,23932,10/9/2021,10/1/2021,3483,3294,4740,42,American Airlines,TRUE,Economy Class,Family Leisure,2,2,1,1,1,1,1,FALSE,1.29,bad,36:29.0,18:17.5
87275,24184,11/4/2018,11/1/2018,3971,3971,2857,42,American Airlines,FALSE,Economy Class,Solo Leisure,3,3,1,2,2,2,1,FALSE,2,medium,36:29.0,18:17.5
64114,105610,3/3/2017,2/1/2017,1890,3656,4740,42,American Airlines,FALSE,Economy Class,Couple Leisure,3,2,2,1,1,1,1,FALSE,1.57,bad,36:29.0,18:17.5
134129,105722,2/15/2023,2/1/2023,1751,834,3971,42,American Airlines,FALSE,Economy Class,Solo Leisure,5,5,Null,5,5,Null,3,TRUE,4.6,good,36:29.0,18:17.5
56935,105731,7/27/2016,7/1/2016,2633,1820,4740,4,American Airlines,FALSE,Economy Class,Couple Leisure,4,4,Null,5,4,Null,4,TRUE,4.2,good,36:29.0,18:17.5
56936,105731,7/27/2016,7/1/2016,1820,1092,4740,28,American Airlines,FALSE,Economy Class,Couple Leisure,1,2,4,1,3,1,2,FALSE,2,medium,36:29.0,18:17.5
117728,105929,11/12/2021,11/1/2021,1427,567,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,1,1,1,5,1,2,FALSE,1.71,bad,36:29.0,18:17.5
113203,105929,4/21/2021,4/1/2021,1092,3483,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,1,3,1,1,1,4,1,FALSE,1.71,bad,36:29.0,18:17.5
120997,106322,3/24/2022,3/1/2022,1092,3103,4740,19,American Airlines,FALSE,First Class,Family Leisure,2,1,1,2,2,1,1,FALSE,1.43,bad,36:29.0,18:17.5
113844,106507,6/8/2021,6/1/2021,3294,2617,2857,42,American Airlines,FALSE,Economy Class,Business,2,2,2,2,2,2,2,FALSE,2,medium,36:29.0,18:17.5
82608,106518,7/23/2018,7/1/2018,115,2857,1092,42,American Airlines,FALSE,Economy Class,Solo Leisure,1,3,1,1,1,1,3,FALSE,1.57,bad,36:29.0,18:17.5
126724,106663,8/11/2022,8/1/2022,979,2756,4884,42,American Airlines,TRUE,Economy Class,Couple Leisure,Null,Null,Null,Null,Null,Null,1,FALSE,1,bad,36:29.0,18:17.5
124314,106851,6/18/2022,6/1/2022,2460,1092,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,5,5,5,Null,5,Null,5,TRUE,5,good,36:29.0,18:17.5
118699,107121,12/29/2021,12/1/2021,3098,2617,4740,42,American Airlines,TRUE,Economy Class,Solo Leisure,3,3,3,3,1,Null,1,FALSE,2.33,medium,36:29.0,18:17.5
118017,107390,11/28/2021,11/1/2021,1880,3483,2584,42,American Airlines,TRUE,Economy Class,Family Leisure,3,3,3,4,1,Null,2,FALSE,2.67,medium,36:29.0,18:17.5
124356,107422,6/19/2022,6/1/2022,3294,834,237,42,American Airlines,FALSE,Economy Class,Solo Leisure,2,3,Null,Null,1,Null,2,FALSE,2,medium,36:29.0,18:17.5
86473,107771,10/15/2018,10/1/2018,864,3814,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,1,1,1,1,1,1,1,FALSE,1,bad,36:29.0,18:17.5
58412,107778,9/8/2016,9/1/2016,258,1820,1092,28,American Airlines,FALSE,Economy Class,Business,2,1,1,1,4,1,2,FALSE,1.71,bad,36:29.0,18:17.5
151898,107856,9/3/2024,9/1/2024,834,2991,4740,42,American Airlines,FALSE,Economy Class,Business,1,Null,Null,Null,1,Null,1,FALSE,1,bad,36:29.0,18:17.5
113946,107859,6/13/2021,6/1/2021,864,3971,4740,42,American Airlines,FALSE,Economy Class,Business,3,3,Null,4,1,Null,1,FALSE,2.4,medium,36:29.0,18:17.5
41251,108045,7/9/2015,6/1/2015,258,2929,4740,42,American Airlines,FALSE,Economy Class,Family Leisure,2,3,1,Null,1,Null,1,FALSE,1.6,bad,36:29.0,18:17.5
